1  	 0.117263
2  	 0.127433
3  	 0.11627
4  	 0.0963893
5  	 0.0779236
6  	 0.0639446
7  	 0.0538884
8  	 0.0463175
9  	 0.0402422
10  	 0.0351057
11  	 0.0308805
12  	 0.0271715
13  	 0.0239418
14  	 0.0209615
15  	 0.0183183
16  	 0.016068
17  	 0.0139751
18  	 0.0120063
19  	 0.0102978
20  	 0.00877938
21  	 0.00745857
22  	 0.00636473
23  	 0.00531027
24  	 0.00437535
25  	 0.00370105
26  	 0.00302565
27  	 0.00250134
28  	 0.00200669
29  	 0.00164771
30  	 0.00134838
31  	 0.00108413
32  	 0.000866094
33  	 0.000685883
34  	 0.00054328
35  	 0.000422294
37  	 0.000263809
40  	 0.000120876
45  	 3.13219e-05
50  	 8.93335e-06
55  	 2.31605e-06
